0.51794  	0.15274  	0.06922  	-0.1647  	0.00881  	-0.3911  	-0.0735  	-0.0443  	0.24545  	-0.4667  	-0.4666  	0.59288  	0.07378  	0.04898  	-0.1104  	1.12122  	-0.1374  	-0.0728  	0.22601  	0.57775  	0.19790  	-0.5285  	-0.4980  	0.32668  	-0.0487  	-0.0451  	-0.5905  	-0.0510  	-0.5687  	-0.4445  	-0.0899  	0.30007  	0.03719  	0.08089  	0.40633  	-0.2940  	0.30857  	0.16633  	-0.1583  	0.15149  	0.42767  	-0.0806  	0.07018  	0.25181  	0.09137  	0.00883  	0.06617  	-0.1073  	-0.0899  	0.18525  	0.02169  	0.04719  	-0.0228  	0.05476  	-0.0049  	-0.0778  	-0.0209  	-0.0286  	-0.0498  	0.02678  	0.00474  	-0.0582  	0.08052  	0.01336  	0.10868  	-0.0204  	0.02212  	0.00688  	0.00909  	0.15672  	1.18569  	129.347  	108.636  	
0.52329  	0.15157  	0.06559  	-0.1521  	0.01700  	-0.3833  	-0.0720  	-0.0445  	0.24575  	-0.4670  	-0.4781  	0.59490  	0.08063  	0.05360  	-0.1050  	1.12076  	-0.1369  	-0.0740  	0.22715  	0.58199  	0.19184  	-0.5258  	-0.4980  	0.32761  	-0.0464  	-0.0439  	-0.5952  	-0.0448  	-0.5616  	-0.4414  	-0.0911  	0.29848  	0.03812  	0.08260  	0.40376  	-0.2935  	0.30225  	0.16450  	-0.1523  	0.15236  	0.42664  	-0.0810  	0.07069  	0.25280  	0.09151  	0.00952  	0.06530  	-0.1071  	-0.0898  	0.18366  	0.02212  	0.04751  	-0.0235  	0.05344  	-0.0048  	-0.0790  	-0.0214  	-0.0281  	-0.0505  	0.02586  	0.00415  	-0.0584  	0.08036  	0.01330  	0.12530  	-0.0267  	0.02490  	0.00701  	0.00562  	0.15996  	1.18569  	129.347  	108.636  	
0.52442  	0.15232  	0.06093  	-0.1504  	0.01816  	-0.3795  	-0.0713  	-0.0466  	0.24294  	-0.4718  	-0.4840  	0.58836  	0.08390  	0.05410  	-0.1018  	1.12121  	-0.1371  	-0.0739  	0.22775  	0.58304  	0.19602  	-0.5213  	-0.4981  	0.33544  	-0.0391  	-0.0449  	-0.5876  	-0.0516  	-0.5632  	-0.4415  	-0.0929  	0.29720  	0.03796  	0.08122  	0.41027  	-0.2939  	0.30221  	0.16341  	-0.1524  	0.15163  	0.42285  	-0.0794  	0.06969  	0.25193  	0.09177  	0.00984  	0.06540  	-0.1065  	-0.0896  	0.18385  	0.02283  	0.04732  	-0.0240  	0.05235  	-0.0046  	-0.0787  	-0.0215  	-0.0277  	-0.0519  	0.02531  	0.00342  	-0.0583  	0.08091  	0.01387  	0.14006  	-0.0316  	0.02759  	0.00723  	0.00242  	0.16243  	1.18569  	129.347  	108.636  	
0.52465  	0.15351  	0.07362  	-0.1605  	0.00488  	-0.3774  	-0.0740  	-0.0385  	0.24363  	-0.4716  	-0.4743  	0.58260  	0.08265  	0.05201  	-0.1053  	1.12444  	-0.1376  	-0.0710  	0.23181  	0.57996  	0.21250  	-0.5230  	-0.4919  	0.33963  	-0.0377  	-0.0469  	-0.5796  	-0.0610  	-0.5721  	-0.4456  	-0.0943  	0.29871  	0.03590  	0.08109  	0.40921  	-0.2929  	0.31250  	0.16684  	-0.1551  	0.14957  	0.41762  	-0.0792  	0.06857  	0.25252  	0.09323  	0.00995  	0.06525  	-0.1061  	-0.0902  	0.18531  	0.02349  	0.04658  	-0.0222  	0.05316  	-0.0048  	-0.0777  	-0.0225  	-0.0272  	-0.0513  	0.02670  	0.00415  	-0.0586  	0.08159  	0.01385  	0.15299  	-0.0352  	0.03020  	0.00753  	-0.0005  	0.16414  	1.18569  	129.347  	108.636  	
0.52454  	0.15454  	0.07564  	-0.1603  	0.00122  	-0.3817  	-0.0751  	-0.0372  	0.24589  	-0.4762  	-0.4714  	0.58741  	0.08138  	0.05719  	-0.1038  	1.12648  	-0.1397  	-0.0708  	0.23234  	0.57672  	0.21507  	-0.5218  	-0.4945  	0.33525  	-0.0405  	-0.0468  	-0.5825  	-0.0641  	-0.5743  	-0.4454  	-0.0922  	0.29976  	0.03625  	0.08178  	0.40960  	-0.2951  	0.31580  	0.16789  	-0.1572  	0.14982  	0.42226  	-0.0801  	0.06939  	0.25265  	0.09387  	0.00918  	0.06583  	-0.1060  	-0.0900  	0.18581  	0.02213  	0.04628  	-0.0220  	0.05416  	-0.0052  	-0.0772  	-0.0228  	-0.0272  	-0.0506  	0.02724  	0.00451  	-0.0581  	0.08131  	0.01348  	0.16406  	-0.0373  	0.03273  	0.00792  	-0.0032  	0.16510  	1.18569  	129.347  	108.636  	
0.52554  	0.15457  	0.07878  	-0.1585  	0.00272  	-0.3787  	-0.0739  	-0.0365  	0.24524  	-0.4760  	-0.4733  	0.58570  	0.08256  	0.06046  	-0.1038  	1.12657  	-0.1412  	-0.0694  	0.23260  	0.57476  	0.21381  	-0.5203  	-0.4960  	0.33579  	-0.0415  	-0.0464  	-0.5816  	-0.0648  	-0.5726  	-0.4456  	-0.0922  	0.29971  	0.03684  	0.08186  	0.41021  	-0.2938  	0.31362  	0.16648  	-0.1569  	0.15137  	0.42217  	-0.0798  	0.06896  	0.25279  	0.09387  	0.00893  	0.06595  	-0.1058  	-0.0896  	0.18589  	0.02268  	0.04603  	-0.0217  	0.05432  	-0.0048  	-0.0772  	-0.0230  	-0.0273  	-0.0505  	0.02774  	0.00455  	-0.0581  	0.08212  	0.01329  	0.17328  	-0.0381  	0.03517  	0.00840  	-0.0056  	0.16529  	1.18569  	129.347  	108.636  	
0.51655  	0.15544  	0.08326  	-0.1651  	0.00485  	-0.3920  	-0.0740  	-0.0447  	0.24282  	-0.4673  	-0.4626  	0.58477  	0.07421  	0.05061  	-0.1249  	1.12074  	-0.1454  	-0.0652  	0.23049  	0.58018  	0.19982  	-0.5280  	-0.5060  	0.32212  	-0.0474  	-0.0455  	-0.5943  	-0.0449  	-0.5617  	-0.4460  	-0.0926  	0.30017  	0.04029  	0.08266  	0.40583  	-0.2885  	0.30949  	0.16469  	-0.1561  	0.15103  	0.42985  	-0.0817  	0.07055  	0.25120  	0.09262  	0.00827  	0.06604  	-0.1057  	-0.0900  	0.18624  	0.02278  	0.04649  	-0.0215  	0.05481  	-0.0044  	-0.0775  	-0.0210  	-0.0287  	-0.0494  	0.02818  	0.00423  	-0.0596  	0.08118  	0.01299  	0.18065  	-0.0374  	0.03754  	0.00896  	-0.0078  	0.16472  	1.18569  	129.347  	108.636  	
0.38811  	0.14461  	0.01036  	-0.1926  	0.01174  	-0.4605  	-0.0903  	-0.0973  	0.22296  	-0.4485  	-0.4872  	0.62058  	0.07113  	0.02327  	-0.2080  	1.07926  	-0.1508  	-0.0189  	0.20206  	0.63465  	0.12201  	-0.5583  	-0.5471  	0.26077  	-0.0666  	-0.0273  	-0.6969  	0.08704  	-0.4594  	-0.4488  	-0.0722  	0.25840  	0.05333  	0.09060  	0.35326  	-0.2809  	0.22290  	0.13484  	-0.1391  	0.16949  	0.48267  	-0.0968  	0.06646  	0.24595  	0.08914  	0.00680  	0.07106  	-0.1132  	-0.1020  	0.19074  	0.02910  	0.04715  	-0.0229  	0.04557  	-0.0076  	-0.0856  	-0.0194  	-0.0309  	-0.0477  	0.02065  	0.00556  	-0.0551  	0.08436  	0.01122  	0.18685  	-0.0319  	0.03886  	0.01063  	-0.0109  	0.14676  	1.18569  	129.347  	108.636  	
0.22430  	0.07895  	-0.1072  	-0.2902  	0.01292  	-0.5960  	-0.0934  	-0.1655  	0.18195  	-0.3886  	-0.5013  	0.60116  	0.05125  	-0.0438  	-0.2775  	1.02881  	-0.1763  	0.04718  	0.21064  	0.68402  	0.00938  	-0.5732  	-0.5790  	0.20595  	-0.0366  	-0.0112  	-0.7411  	0.20812  	-0.3520  	-0.4564  	-0.0662  	0.24285  	0.03282  	0.08666  	0.29739  	-0.2206  	0.14624  	0.09617  	-0.1070  	0.21098  	0.50842  	-0.0821  	0.07298  	0.24513  	0.09803  	0.01061  	0.07409  	-0.1225  	-0.1088  	0.19270  	0.02583  	0.04433  	-0.0252  	0.04300  	-0.0071  	-0.0904  	-0.0123  	-0.0296  	-0.0432  	0.01806  	0.00165  	-0.0515  	0.07928  	0.01720  	0.18961  	-0.0249  	0.04119  	0.01147  	-0.0124  	0.14330  	1.18569  	129.347  	108.636  	
0.16129  	0.02959  	-0.1456  	-0.3125  	0.02657  	-0.6390  	-0.1289  	-0.2274  	0.16595  	-0.3819  	-0.4975  	0.59874  	0.02052  	-0.1332  	-0.2947  	1.00061  	-0.1657  	0.03561  	0.19959  	0.70736  	-0.0204  	-0.5733  	-0.5948  	0.20745  	-0.0490  	-0.0082  	-0.7892  	0.23494  	-0.3360  	-0.4560  	-0.0733  	0.24126  	0.02025  	0.09382  	0.26217  	-0.2035  	0.12992  	0.09236  	-0.1073  	0.21477  	0.52445  	-0.0759  	0.05988  	0.24094  	0.10055  	0.00853  	0.07808  	-0.1302  	-0.1073  	0.18734  	0.01980  	0.04417  	-0.0270  	0.04709  	-0.0070  	-0.0873  	-0.0113  	-0.0333  	-0.0438  	0.01755  	0.00426  	-0.0572  	0.07616  	0.01772  	0.19014  	-0.0189  	0.04301  	0.01207  	-0.0132  	0.13755  	1.18569  	129.347  	108.636  	
